"ID","SCHOOL","GRADE","COURSE","AGE","GENDER","COUNTRY.BIRTH","AGE.GERMANY","EDUCATION","DEGREE.MOTHER","DEGREE.FATHER","DOM1","DOM2","DOM3","DOM4","DOM5","ACQ1","ACQ1.PLACE","ACQ2","ACQ2.PLACE","ACQ3","ACQ3.PLACE","ACQ4","ACQ4.PLACE","ACQ5","ACQ5.PLACE","EXP1","EXP2","EXP3","EXP4","EXP5","SUM.EXP","LANG.LEARN","START.ENG","FLUENT.ENG","START.READ","FLUENT.READ","START.WRITE","FLUENT.WRITE","MONTHS.COUNTRY","MONTHS.FAMILY","MONTHS.SCHOOL","PROF.SPEAK","PROF.UNDER","PROF.READ","PROF.WRITE","INFL.FRIENDS","INFL.FAMILY","INFL.READ","INFL.CLASS","INFL.SELFSTUDY","INFL.TV","INFL.SOCIALMEDIA","INFL.MUSIC","EXPO.FRIENDS","EXPO.FAMILY","EXPO.READ","EXPO.CLASS","EXPO.SELFSTUDY","EXPO.TV","EXPO.SOCIALMEDIA","EXPO.MUSIC","SUM.EXPO","ENG.COURSE","ENG.GRADE","GER.COURSE","GER.GRADE","PERS1","PERS2","PERS3","PERS4","PERS5","PERS6","PERS7","PERS8","PERS9","PERS10","PERS11","PERS12","PERS13","PERS14","PERS15","PERS16","PERS17","PERS18","READ1.BOOKS","READ1.MAGA","READ1.GAMES","READ1.SMEDIA","READ1.APPS","READ1.WEB","READ2.BOOKS","READ2.MAGA","READ2.GAMES","READ2.SMEDIA","READ2.APPS","READ2.WEB","READ.FRIENDS","LexTALE.eng.w","LexTALE.eng.nw","LexTALE.ger.w","LexTALE.ger.nw","NVLT.1000","NVLT.2000","NVLT.3000","NVLT.4000","NVLT.5000","VLT.ACAD","VLT.10000"
"b10g47","b","10","gk5",16,"Female","Germany",0,10,"Master, Staatsexamen","Master, Staatsexamen","German","English","Latin","French",NA,"German","Home","English","School","Latin","School","French","School",NA,NA,60,20,5,15,0,100,4,10,14,10,14,10,14,0.5,0,0,8,9,9,8,3,"4",10,8,5,10,10,1,5,5,25,10,5,25,25,0,100,NA,11,NA,11,3,3,1,1,4,4,1,1,2,3,3,4,3,2,4,4,2,4,5,2,1,3,1,4,6,1,1,5,1,3,5,23,17,38,19,30,29,26,27,23,24,16
"b10g48","b","10","gk5",18,"Male","Germany",0,12,"Hauptschulabschluss","No degree","German","English","Spanish",NA,NA,"German","Home","English","School","Spanish","School",NA,NA,NA,NA,70,15,15,4,0,104,4,8,NA,14,NA,10,NA,0,0,0,4,7,7,5,0,"0",7,9,5,7,6,7,0,0,5,60,5,9,15,6,100,NA,11,NA,11,2,3,2,3,2,2,2,2,1,1,3,3,2,3,2,2,3,2,1,1,3,4,2,3,1,1,1,4,2,1,1,26,9,30,17,28,21,18,13,7,17,1
"b10g49","b","10","gk5",15,"Female","Other",4,10,"(Fach-)Abitur","Master, Staatsexamen","Other","German","English",NA,NA,"Other","Home","German","Other","English","School",NA,NA,NA,NA,60,35,5,0,0,100,3,10,NA,NA,12,10,NA,0.5,0,0,1,1,4,1,0,"0",4,0,3,4,4,5,0,0,10,50,20,5,10,5,100,NA,NA,NA,NA,2,3,4,3,4,5,2,4,3,4,1,5,2,3,1,1,3,5,1,1,1,2,4,2,1,1,1,2,3,1,1,18,14,29,16,27,27,21,12,1,13,3
"b10g50","b","10","gk5",16,"Female","Germany",0,10,"Vocational education","IDK","German","Other","English","Other","French","Other","Home","German","Community","English","School","Other","Home","French","School",34,37,17,9,3,100,4,6,14,8,13,12,14,2,2,0,6,10,9,5,0,"0",4,4,4,10,10,10,0,0,15,0,0,70,10,5,100,NA,8,NA,8,3,4,2,3,4,2,4,3,5,4,3,4,2,4,4,3,3,4,2,1,1,4,2,1,2,1,1,4,2,1,3,22,12,33,15,30,25,26,22,19,19,9
"b10g51","b","10","gk5",16,"Male","Germany",0,9.5,"(Fach-)Abitur","(Fach-)Abitur","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,70,25,5,0,0,100,3,7,15,13,14,11,15,0,0,0,7,7,7,7,5,"1",9,10,5,5,10,3,5,10,10,90,10,10,10,5,150,NA,8,NA,8,1,4,4,5,4,4,3,4,1,5,5,1,1,1,1,5,1,5,1,1,5,5,6,6,2,2,3,2,4,6,3,14,15,27,19,30,30,25,26,20,26,13
"b10g52","b","10","gk5",15,"Female","Germany",0,10,"IDK","Bachelor, Diplom","Other","German","English","French","Other","Other","Home","German","School","English","School","French","Home","Other","Home",100,100,95,50,50,395,6,8,12,13,12.5,13,13,0,0,0,9,10,10,9,5,"2",10,6,10,10,10,7,10,0,100,90,100,100,100,100,600,NA,14,NA,11,4,3,2,2,1,3,3,3,3,4,4,2,4,4,4,2,1,4,3,1,2,6,4,4,2,1,2,6,3,6,4,25,15,28,14,30,30,24,28,23,27,17
"b10g53","b","10","gk5",15,"Male","Germany",0,9.5,"IDK","IDK","German","Turkish","English","Latin","French","Turkish","Home","German","Community","English","School","Latin","School","French","School",20,78,2,0,0,100,4,7,9,10,11,10,11,0,0,0,6,6,6,8,5,"2",5,8,8,7,0,2,5,2,2,50,20,15,0,6,100,NA,5,NA,8,1,4,4,3,4,1,3,2,5,2,4,1,2,5,3,1,2,4,1,1,3,4,4,3,1,1,1,4,4,2,3,33,6,34,12,27,24,12,0,0,0,2
"b10g54","b","10","gk5",15,"Male","Germany",0,9.5,"Vocational education","Bachelor, Diplom","German","English","Latin","French",NA,"German","Home","English","School","Latin","School","French","School",NA,NA,99,10,3,3.5,0,115.5,5,6,10,10,13,10,12,1.5,0,0,6,7,9,7,1,"3",4,9,5,5,6,5,3,7,4,55,8,8,8,7,100,NA,14,NA,14,2,2,1,2,2,2,1,4,2,4,3,4,2,4,3,1,2,5,1,3,3,4,3,2,1,1,1,3,3,1,3,19,16,32,20,30,25,22,25,19,22,11
"b10g55","b","10","gk5",15,"Female","Germany",0,9.5,"IDK","IDK","German","English","Spanish","French",NA,"German","Home","English","School","French","School","Spanish","Home",NA,NA,80,10,0,10,0,100,5,6,14,10,11.5,13,14,0,0,0,7,7,7,7,2,"1",3,5,4,5,5,5,0,0,0,60,15,10,10,5,100,NA,11,NA,8,2,3,2,2,2,4,2,2,3,2,3,3,2,3,2,4,2,4,1,1,1,3,1,2,1,1,1,3,2,1,3,18,18,33,20,30,27,24,23,18,24,11
"b10g56","b","10","gk5",15,"Female","Germany",0,9.5,"Vocational education","Doctorate","German","English","Latin",NA,NA,"German","Home","English","School","Latin","School",NA,NA,NA,NA,80,15,5,0,0,100,4,6,13,10,12,11,13,0,0,0,8,7,9,8,1,"1",10,7,0,4,8,7,0,0,40,10,0,10,20,20,100,NA,8,NA,8,3,4,3,4,2,1,2,3,3,4,2,4,1,4,3,3,2,4,6,1,1,6,1,3,6,1,1,6,1,3,5,25,15,30,19,29,28,25,26,26,29,13
"b10g57","b","10","gk5",15,"Male","Germany",0,9.5,"IDK","Master, Staatsexamen","German","English","French","Other",NA,"German","Home","Arabic","Home","English","School","French","School",NA,NA,60,5,30,5,0,100,4,9,14,11,13,10,14,0.5,0,0,7,6,7,5,4,"2",1,9,4,4,5,4,15,3,3,55,9,5,5,5,100,NA,8,NA,5,4,2,3,4,3,2,2,4,3,2,4,2,3,2,1,2,1,4,1,1,2,2,2,1,1,1,2,2,1,2,2,20,13,27,18,28,19,12,16,9,12,4
"b10g58","b","10","gk5",16,"Female","Germany",0,11,"IDK","IDK","Other","German","English","Spanish","French","Other","Home","German","School","English","Home","Spanish","School","French","School",30,40,20,5,5,100,6,6,13,14,12,6,13,0,0,0,8,9,9,6,8,"0",10,10,8,9,10,10,25,0,20,10,5,15,15,10,100,NA,14,NA,11,2,4,4,4,3,2,4,3,4,4,4,3,3,4,4,5,3,4,4,1,2,5,3,3,5,1,2,6,3,2,5,32,13,33,15,29,30,29,30,28,30,20
"b10g59","b","10","gk5",15,"Male","Germany",0,9.5,"IDK","Master, Staatsexamen","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,70,20,10,0,0,100,4,9,14,11,13,10,14,0,0,0,5,7,7,7,3,"2",1,8,5,7,2,4,10,5,0,40,10,30,3,2,100,NA,14,NA,14,5,5,4,4,2,5,1,4,4,5,5,2,5,5,2,4,4,5,3,3,3,3,2,3,2,1,3,3,2,1,2,24,15,27,14,29,27,23,21,15,13,5
"b10g60","b","10","gk5",17,"Female","Other",14,11.5,"IDK","IDK","Other","German","English","French","Other","Other","Home","English","School","German","School","French","School","Other","Home",45.9,7,45,2,0.1,100,2,4,9.5,6,6.5,7,16,0,0,0,6,7,4,3,1,"1",7,10,4,9,9,9,0,0,25,25,10,5,10,25,100,"GK",5,"GK",8,2,2,4,5,3,1,4,4,5,2,1,3,1,3,4,3,5,3,4,1,4,3,5,4,6,1,3,2,6,1,2,24,11,24,14,26,7,3,7,5,8,0
"b10g61","b","10","gk5",16,"Male","Germany",0,9.5,"(Fach-)Abitur","Hauptschulabschluss","German","English","Other","French",NA,"German","Home","English","School","Other","Home","French","School",NA,NA,60,20,19,1,0,100,6,8,13,12,13,10,13,0,0,0,7,9,8,7,6,"2",9,9,7,9,9,10,5,1,10,50,4,10,10,10,100,NA,8,NA,14,1,4,2,2,2,2,1,2,2,4,4,5,3,4,2,4,2,4,2,3,3,4,4,4,2,2,3,4,4,3,4,19,17,29,17,30,29,26,25,21,25,13
"b11g01","b","11","gk1",16,"Male","Germany",0,10.5,"IDK","No degree","German","English","Turkish","Latin",NA,"Turkish","Home","German","School","English","School","Latin","School",NA,NA,10,70,20,0,0,100,5,6,9,8,10,8,10,0,0,0,7,9,9,8,3,"1",5,9,7,8,10,6,0,0,10,20,20,15,30,5,100,"GK",9,"GK",8,2,3,4,4,1,4,4,5,5,3,2,5,4,3,4,5,4,4,2,1,3,3,3,3,1,1,1,3,2,3,4,20,19,29,18,30,30,27,25,22,27,9
"b11g02","b","11","gk1",17,"Male","Germany",0,10.5,"Vocational education","IDK","Other","German","English","Spanish","French","Other","Home","German","School","English","School","Spanish","School","French","School",35,35,10,10,10,100,5,6,13,8,10,6,14,0.25,0.25,0,4,4,5,6,2,"0",4,9,4,3,3,5,0,0,20,40,20,5,5,10,100,"GK",5,"LK",8,2,4,2,2,3,3,4,1,4,2,2,3,1,2,3,4,5,5,1,1,3,4,3,2,1,1,3,3,2,1,3,27,11,32,12,26,21,17,18,10,11,8
"b11g03","b","11","gk1",16,"Male","Germany",0,10.5,"Vocational education","(Fach-)Abitur","German","English","Latin","Spanish",NA,"German","Home","English","School","Latin","School","Spanish","School",NA,NA,85,10,1,4,0,100,4,6,10,8,9,6,10,6.5,1.5,0,7,9,10,7,0,"4",4,8,7,4,1,2,0,5,5,40,24,20,1,5,100,"GK",5,"LK",2,3,2,2,4,2,2,2,2,4,4,4,2,2,4,3,2,1,2,3,1,1,5,2,2,3,1,1,5,2,2,4,24,13,35,18,30,28,24,28,18,25,20
"b11g04","b","11","gk1",NA,"Male","Germany",0,10.5,"Vocational education","Vocational education","German","English","French","Other",NA,"German","Home","English","School","French","School","Other","Community",NA,NA,70,20,7.5,2.5,0,100,4,6,13.5,8,13,10,13.5,1,0,0,7,9,6,6,5,"3",8,10,9,8,6,7,2.5,0,20,40,20,10,2.5,5,100,"GK",5,"GK",5,3,3,2,5,2,2,4,4,4,3,3,4,4,2,4,4,2,4,2,2,5,4,4,4,3,1,4,4,3,4,3,11,16,28,19,27,27,16,20,13,14,10
"b11g05","b","11","gk1",16,"Male","Germany",0,11,"Master, Staatsexamen","Vocational education","German","Turkish","English","Spanish","Latin","Turkish","Home","German","Home","English","School","Latin","School","Spanish","School",60,20,15,2.5,2.5,100,6,5,10,9,8,11,13,1,0,0,7,9,7,5,0,"0",8,8,2,9,8,9,0,0,10,50,0,10,10,20,100,"GK",8,"LK",8,4,5,1,1,1,4,1,1,1,5,5,5,4,3,5,5,1,5,3,1,4,4,3,3,4,3,4,3,3,3,3,25,14,35,17,30,28,22,21,21,19,12
"b11g06","b","11","gk1",16,"Male","Germany",0,10.5,"Bachelor, Diplom","Master, Staatsexamen","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,60,30,10,0,0,100,4,4,14,7,14,8,12,0,0.5,1,5,9,8,4,6,"4",3,9,6,7,9,8,10,3,2,30,10,5,25,15,100,"GK",11,"GK",11,3,4,1,2,3,2,2,4,5,5,4,1,4,4,2,2,2,5,1,1,2,5,5,2,2,1,1,5,4,1,3,23,10,36,19,30,27,21,21,15,23,7
"b11g07","b","11","gk1",16,"Male","Germany",0,10.5,"Bachelor, Diplom","Bachelor, Diplom","German","English","Spanish ","French","Other","German","Home","English","School","Spanish","School","French","School","Dutch","Home",50,20,20,5,5,100,5,6,9,11,14,6,14,NA,0,0,7,10,9,7,5,"0",3,7,5,9,9,10,11.6,0,6,16.28,5,19.93,18.93,22.26,100,"GK",9,"GK",12,4,4,1,1,2,5,1,1,3,4,4,1,4,5,3,2,1,5,2,2,1,5,2,4,2,1,1,5,1,4,2,25,13,36,17,29,29,17,25,19,25,14
"b11g08","b","11","gk1",16,"Female","Germany",0,10,"IDK","IDK","German","Turkish","English","French",NA,"Turkish","Home","German","Kindergarden","English","School","French","School",NA,NA,30,50,10,10,0,100,5,6,14,9,11,8,12,0,0,0,7,8,8,8,0,"0",7,8,0,8,9,6,0,0,10,25,15,30,15,5,100,"GK",8,"LK",8,4,3,2,3,2,3,1,3,4,4,3,4,3,3,3,3,1,4,3,1,1,5,4,3,3,1,1,5,4,3,4,25,12,28,19,28,23,12,20,11,19,7
"b11g09","b","11","gk1",17,"Male","Germany",0,10.5,"(Fach-)Abitur","Hauptschulabschluss","German","English","Turkish","Other","Spanish","Other","Home","German","Kindergarden","English","School","Other","Community","Spanish","School",15,50,10,20,5,100,5,6,13,10,11,9,13,0,0,0,6,7,7,6,3,"0",6,10,4,3,6,6,5,0,20,40,5,5,20,5,100,"GK",5,"GK",5,3,3,2,3,4,2,3,2,4,3,2,2,2,3,2,4,2,4,1,1,3,4,2,3,1,1,3,3,1,3,3,27,10,31,11,28,16,11,15,9,18,6
"b11g10","b","11","gk1",16,"Female","Germany",0,10.5,"IDK","Bachelor, Diplom","German","English","French","Spanish",NA,"German","Home","English","School","French","School","Spanish","School",NA,NA,70,25,0,5,0,100,4,6,14,12,13,10,14,0.25,0,0,6,9,8,7,4,"0",7,8,7,10,10,7,2,0,8,10,5,40,30,5,100,"GK",8,"LK",8,4,3,2,2,2,3,1,3,5,4,3,3,3,2,2,4,2,4,2,2,2,6,3,4,1,2,1,6,3,3,2,20,8,34,17,29,26,17,20,9,14,3
"b11g11","b","11","gk1",17,"Male","Germany",0,11,"(Fach-)Abitur","Doctorate","German","English","Latin","Spanish",NA,"German","Home","English","School","Latin","School","Spanish","School",NA,NA,60,30,0,10,0,100,4,7.5,12,9,14,10,11,0,0,0,7,9,8,6,1,"1",5,9,4,8,8,8,2,2,8,35,8,15,15,15,100,"GK",8,"LK",8,1,5,1,2,3,5,1,1,5,4,3,2,1,2,3,2,1,4,1,1,5,3,1,2,2,1,4,3,1,2,3,30,14,35,18,30,29,26,22,17,26,10
"b11g12","b","11","gk1",16,"Female","Germany",0,11,"IDK","Master, Staatsexamen","German","English","Latin",NA,NA,"German","Home","English","School","Latin","School",NA,NA,NA,NA,70,25,5,0,0,100,5,6,NA,15,15,6,13,0,0,0,7,8,10,8,2,"0",4,8,3,9,9,8,5,0,5,30,5,30,20,5,100,"GK",4,"LK",8,2,3,2,4,4,2,2,4,3,4,2,5,3,3,4,4,1,4,2,1,1,6,3,2,2,1,1,6,3,3,4,19,14,28,19,28,21,9,14,8,13,4
"b11g13","b","11","gk1",16,"Male","Germany",0,10,"(Fach-)Abitur","Master, Staatsexamen","German","English","Spanish ",NA,NA,"German","Home","English","School","Spanish","Home",NA,NA,NA,NA,65,15,20,0,0,100,4,6,14,6,14,6,14,1,0,0,8,9,9,7,3,"0",0,8,0,4,8,7,5,0,0,35,0,10,35,15,100,"GK",9,"LK",7,4,5,2,3,2,4,2,3,2,5,4,2,4,5,4,2,2,4,1,1,6,6,3,2,1,1,6,6,3,2,4,22,20,31,19,30,29,30,29,27,27,19
"b11g14","b","11","gk1",16,"Male","Germany",0,10.5,"Bachelor, Diplom","(Fach-)Abitur","German","English","Turkish","Spanish",NA,"Turkish","Home","German","Kindergarden","English","School","Spanish","School",NA,NA,25,33,33,9,0,100,3,6.5,13.5,6.5,11,6.5,12.5,0,0,0,6,6,8,6,0,"3",9,10,10,7,10,8,0,2,35,35,10,5,5,8,100,"GK",5,"GK",5,3,4,1,2,4,3,5,2,5,3,2,4,1,4,5,1,1,4,1,2,2,3,2,3,1,2,2,3,2,3,3,27,12,30,13,28,18,16,14,13,6,2
"b11g15","b","11","gk1",17,"Female","Germany",0,10.5,"Bachelor, Diplom","Bachelor, Diplom","German","English","French","Spanish",NA,"German","Home","English","School","French","School","Spanish","School",NA,NA,80,15,5,0,0,100,5,6,15,12,13,10,14,0.25,0,0,5,9,9,9,3,"0",7,10,6,10,10,8,0,0,5,60,5,20,5,5,100,"GK",11,"LK",13,4,4,2,2,2,4,2,4,4,4,3,2,3,3,4,2,2,4,2,1,1,6,2,4,1,1,1,5,2,2,3,26,13,34,18,28,27,18,22,20,19,5
"b11g16","b","11","gk1",17,"Female","Germany",0,11.5,"(Fach-)Abitur","Realschulabschluss","Other","German","English","French",NA,"Other","Home","German","Community","English","School","French","School",NA,NA,35,35,15,15,0,100,6,7,NA,14,NA,14,15,0,0,0,6,10,7,7,3,"2",2,9,8,0,1,4,8,2,5,45,24,1,5,10,100,"GK",8,"LK",11,4,5,1,1,1,4,1,2,1,5,4,1,4,4,2,1,1,4,3,2,1,2,1,3,2,1,1,2,1,4,1,25,13,30,17,25,15,10,12,5,17,3
"b11g17","b","11","gk2",16,"Female","Germany",0,10.5,"(Fach-)Abitur","(Fach-)Abitur","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,90,9,1,0,0,100,3,7,13,9,12,11,15,1,0,0,6,7,8,7,2,"0",3,5,6,2,4,0,2,0,5,30,20,10,30,3,100,"GK",10,"GK",10,5,3,4,2,4,2,1,3,5,3,4,4,4,5,3,1,1,5,1,1,1,3,1,2,1,1,1,2,1,1,2,21,18,33,18,28,21,14,17,11,15,5
"b11g18","b","11","gk2",16,"Male","Germany",0,10,"Vocational education","Vocational education","German","English","French","Spanish",NA,"German","Home","English","Kindergarden","Spanish","Home","French","School",NA,NA,58,40,1,1,0,100,3,2.5,3,5,5.5,6,10,0.25,0,0,6,9,10,5,0,"0",10,8,10,10,10,0,0,0,20,10,15,27.5,27.5,0,100,"GK",NA,"GK",NA,4,3,2,4,2,1,4,4,4,3,1,1,1,3,4,5,2,4,5,1,2,NA,3,2,4,2,1,1,2,1,4,35,16,37,11,28,28,29,30,29,29,23
"b11g19","b","11","gk2",18,"Male","Germany",0,11.5,"(Fach-)Abitur","(Fach-)Abitur","German","English","Latin","Spanish",NA,"German","Home","English","School","Latin","School","Spanish","School",NA,NA,95,5,0,0,0,100,2,7,11,7,13,7,11,0,0,0,7,8,8,5,1,"1",4,8,7,1,3,7,0,0,5,60,20,0,5,10,100,"GK",4,"LK",8,1,4,2,3,4,2,5,3,3,5,2,3,3,4,3,2,3,5,1,1,2,2,1,2,1,1,1,2,1,1,2,23,14,35,20,28,26,22,22,11,21,13
"b11g20","b","11","gk2",16,"Female","Germany",0,11,"Vocational education","IDK","German","English","Latin","Spanish","Italian","German","Home","Italian","Kindergarden","English","School","Latin","School","Spanish","School",58,1,22,2,17,100,2,7,NA,11,15,11,14,0.25,0,0,6,8,7,4,1,"2",2,6,8,5,7,6,5,0,5,40,10,10,8,22,100,"GK",7.5,"LK",5,3,4,2,3,3,4,1,2,1,4,4,1,3,5,4,2,2,4,2,2,1,5,2,3,1,1,1,5,2,4,2,32,9,37,9,29,21,12,25,19,19,11
"b11g21","b","11","gk2",16,"Male","Germany",0,10,"Bachelor, Diplom","Bachelor, Diplom","German","English","Other","French","Other","German","Home","Other","Home","Other","Home","English","School","French","School",75,6,3,15,1,100,5,7,15,9,13,9,12,2.5,0,0,5,6,7,7,2,"1",4,10,4,2,3,3,5,0,10,25,10,5,35,10,100,"GK",8,"GK",8,2,3,2,3,1,2,4,2,4,4,3,2,2,1,4,4,4,4,1,1,4,5,3,2,1,1,5,5,2,3,2,9,20,29,19,30,27,21,20,15,23,4
"b11g22","b","11","gk2",17,"Male","Germany",0,10.5,"Vocational education","Vocational education","German","English","French",NA,NA,"German","Home","English","School","French","School",NA,NA,NA,NA,85,2,13,0,0,100,6,7,14.5,9,14,9,14,0,0,0,7,9,9,8,0,"0",0,10,10,1,3,3,0,0,0,50,35,2,7,6,100,"GK",13,"LK",14,4,5,1,1,2,2,1,2,3,4,4,1,2,4,4,1,1,5,1,1,2,4,2,2,1,1,2,4,2,1,3,26,12,33,19,30,27,28,24,20,27,10
"b11g23","b","11","gk2",17,"Male","Germany",0,11.5,"Hauptschulabschluss","(Fach-)Abitur","German","Other","English","Latin",NA,"German","Home","Greek","Home","English","School","Latin","School",NA,NA,55,38,5,2,0,100,2,6,13,6,9,6,NA,0,0,0,3,6,7,4,1,"1",4,9,4,9,6,2,0,0,10,40,10,15,10,5,90,"GK",8,"LK",5,4,2,1,1,1,3,2,1,5,1,2,5,1,NA,2,4,2,5,1,1,4,5,1,1,1,1,4,4,1,1,3,22,19,28,17,27,28,26,25,28,26,17
"b11g24","b","11","gk2",17,"Male","Germany",0,11,"Master, Staatsexamen","(Fach-)Abitur","German","Latin","English","Italian",NA,"German","Home","Other","School","English","School","Italian","School",NA,NA,90,1,9,0,0,100,4,9,NA,12,NA,10,NA,0,0,0,5,8,7,7,2,"5",7,10,5,7,7,5,0,2,10,50,3,20,10,5,100,"GK",8,"GK",10,3,2,3,4,2,1,3,3,4,2,2,3,4,3,2,1,4,3,1,3,3,4,2,2,1,1,3,5,2,1,2,22,14,33,17,30,24,26,16,13,19,9
"b11g25","b","11","gk2",16,"Male","Germany",0,11,"Master, Staatsexamen","Vocational education","German","English","French","Spanish","Italian","German","School","English","School","French","School","Spanish","School","Italian ","Home",60,15,9,15,1,100,5,6,13,10,15,8,13,0,0,0,6,5,8,7,3,"3",6,10,8,6,6,7,5,5,10,20,10,18,7,25,100,"GK",7,"LK",10,3,4,2,3,1,4,1,2,4,2,4,4,3,4,2,1,3,4,3,2,NA,4,4,4,2,2,3,4,3,4,4,21,13,35,19,30,27,23,23,23,25,13
"b11g26","b","11","gk2",17,"Male","Germany",0,11,"IDK","(Fach-)Abitur","German","Turkish","English","Latin",NA,"German","Home","Turkish","Home","English","School","Latin","School",NA,NA,50,40,10,0,0,100,2,6,14,10,14,NA,13,0,0,0,7,8,8,5,0,"0",4,8,0,6,5,4,0,0,10,70,0,5,10,5,100,"GK",12,"LK",12,4,4,3,3,2,1,5,2,4,3,2,3,1,2,3,1,1,4,2,1,2,3,3,3,1,1,2,3,2,3,4,28,16,34,18,29,30,25,18,22,25,11
"b11g27","b","11","gk2",16,"Other","Germany",0,11,"IDK","Master, Staatsexamen","German","English","Other",NA,NA,"German","Home","Other","Home","English","School",NA,NA,NA,NA,55,10,35,0,0,100,5,6,16,9,14,12,16,0,0,0,7,8,8,7,6,"1",8,7,6,9,9,7,15,0,2.5,10,0,30,40,2.5,100,"GK",11,"GK",9,2,5,1,2,1,3,1,2,3,4,5,1,2,5,4,2,1,4,3,1,3,6,1,2,1,1,2,6,2,1,3,28,20,33,20,30,30,30,27,30,27,17
"b11g28","b","11","gk2",16,"Female","Germany",0,11,"(Fach-)Abitur","(Fach-)Abitur","German","English","Spanish ","French",NA,"German","Home","English","School","Spanish","School","French","School",NA,NA,40,32,24,4,0,100,4,6,10,10,15,10,11,0,0,0,6,8,8,7,5,"2",7,8,4,10,10,10,0,0,10,10,5,25,25,25,100,"GK",8,"LK",8,2,2,1,3,3,3,4,2,3,4,3,4,4,4,3,2,4,5,2,3,1,5,1,2,2,4,1,6,2,3,3,28,11,29,16,27,20,18,23,17,18,9
"b11g29","b","11","gk2",16,"Male","Germany",0,11,"Master, Staatsexamen","Master, Staatsexamen","German","Latin","English","Spanish","French","German","Home","English","School","Latin","School","French","Community","Spanish","School",50,28,1,3,18,100,3,7,14,10,13,10,NA,0.5,0,0,5,8,7,4,0,"0",7,6,6,8,6,7,0,0,10,50,5,15,15,5,100,"GK",8,"LK",9,4,4,1,2,1,3,2,3,3,2,3,1,4,4,2,1,3,4,2,NA,2,3,2,2,1,1,2,3,1,3,3,24,19,33,20,30,25,24,28,24,21,13
"b11g30","b","11","gk2",16,"Male","Germany",0,11,"Master, Staatsexamen","Bachelor, Diplom","German","English","Latin","Japanese",NA,"German","Home","English","School","Latin","School","Japanese","Other",NA,NA,70,30,0,0,0,100,5,6,14,10,16,10,14,0,0,0,7,9,9,7,1,"0",7,9,2,0,9,2,5,0,20,20,10,0,40,5,100,"GK",10,"GK",8,4,4,1,1,1,3,2,3,2,5,4,1,3,4,4,2,1,5,6,1,3,2,1,3,NA,1,3,1,1,2,5,33,19,38,18,30,30,30,30,24,30,27
"b11l01","b","11","lk1",16,"Female","Germany",0,11,"IDK","IDK","German","English","French","Other",NA,"Other","Home","German","Community","English","School","French","School",NA,NA,7.5,60,25,7.5,0,100,3,5,13,10,14,6,15,0,0,0,9,10,10,9,7,"1",8,6,7,1,10,8,5,0,15,10,20,0,25,25,100,"LK",12,"GK",6,2,2,1,2,1,5,2,3,4,3,3,2,2,2,3,1,4,5,1,1,1,6,3,2,1,1,1,4,2,1,2,31,17,36,17,30,30,30,30,27,30,15
"b11l02","b","11","lk1",16,"Female","Germany",0,11,"IDK","Bachelor, Diplom","German","English","French","Spanish",NA,"German","Home","English","School","French","School","Spanish","School",NA,NA,50,30,5,15,0,100,5,6,10.5,11,14.5,10.5,12.5,0,0,0,8,9,9,8,4,"0",7,9,0,7,5,6,10,0,20,40,5,20,5,5,105,"LK",15,"GK",10,4,4,2,2,2,3,2,3,3,4,3,2,3,4,3,3,2,4,5,1,1,2,3,3,5,1,1,3,2,3,4,34,16,33,14,30,30,30,30,29,30,20
"b11l03","b","11","lk1",16,"Female","Germany",0,11,"Master, Staatsexamen","Master, Staatsexamen","German","English","French","Spanish",NA,"German","Home","English","School","French","School","Spanish","School",NA,NA,65,20,5,10,0,100,5,6,13,7,13,7,13,0.5,0,0,7,10,9,8,0,"0",8,9,5,10,10,8,5,2,15,10,3,20,30,15,100,"LK",12,"GK",9,1,2,2,3,2,1,2,4,4,4,3,4,2,3,2,4,3,5,2,1,1,6,1,3,2,1,1,4,1,2,3,28,14,33,15,30,30,25,22,16,26,6
"b11l04","b","11","lk1",17,"Male","Germany",0,11,"Bachelor, Diplom","Bachelor, Diplom","German","English","French","Spanish","Other","German","Home","English","School","Other","Community","French","School","Spanish","School",75,20,2,1,2,100,5,5,8,8,9,5,8,NA,12,12,9,10,9,8,10,"8",8,10,7,7,8,8,20,5,10,30,5,10,10,10,100,"LK",12,"GK",12,2,4,1,3,1,3,4,2,4,5,3,3,3,3,2,2,3,5,2,2,2,6,5,4,1,1,1,6,5,4,4,21,16,28,19,30,28,26,26,23,28,15
"b11l05","b","11","lk1",16,"Female","Germany",0,11,"Vocational education","Bachelor, Diplom","German","English","Spanish ","French",NA,"German","Home","English","School","Spanish","School","French","School",NA,NA,60,30,10,0,0,100,4,6,13,8,12,10,13.5,0,0,0,8,9,8,7,0,"0",5,7,3,5,8,4,0,0,5,30,0,10,30,25,100,"LK",12,"GK",12,2,4,2,3,3,2,2,4,5,3,4,4,3,5,3,2,1,3,3,1,1,6,1,2,2,1,1,6,1,2,3,28,8,33,18,29,28,23,22,18,20,6
